"Ticini Regii",2
Thiboust,2
"Sées",2
Syracusis,2
Syracuse,2
Sylvanecti,2
Svobaci,2
"Sur l'imprimé à Paris",2
"Sur l'imprimé à Marseille",2
"Sumpt. monasterii benedictoburani",2
"Suivant la copie imprimée à Paris",2
Stuttgard,2
Strada,2
"Stolbergae ad Hercyniam",2
"Stockholm och Upsal",2
"Stampa in Scuol",2
"St.-Pétersbourg",2
"St. Pi",2
St,2
Soltquellae,2
Solothurn,2
Sneebergae,2
Smyrne,2
Slesvici,2
"Selon la copie de Paris",2
"Selon l'original imprimé a Bouillon 1761. Chez Pierre Limier",2
"Se vend aux isles Ste-Marguerite",2
"Schwäb. Hall",2
Schweidnitz,2
Schuls,2
Schleswig,2
Scaphusii,2
Satyricomanie,2
Sampaloc,2
Saltzburg,2
Salerne,2
Salamanticae,2
Sagii,2
"S. Malo",2
Rupellae,2
Rouen?,2
Roseau,2
Rinteln,2
Rimino,2
Rigae,2
"Rhotomagi [sic",2
Revaliae,2
Reutlingen,2
Remiremont,2
"Regiomonti Prussorum",2
"Recusae Lubecae",2
"Recusa Helmstadii",2
"Recusa Helmaestadii",2
"Recusa Halae Magdeburgicae",2
Ratisbona,2
Rastatt,2
"Quai de Gêvres",2
"Péronne",2
"Pueblo de Sampaloc",2
Puebla,2
Potzdam,2
"Posonyban és Kassán",2
Poschiavo,2
Portsmouth,2
"Port-Louis (Mauritius",2
Placentiae,2
Pise,2
"Philadelphia printed",2
"Pays de Vaud",2
Pavie,2
Parts,2
Paris],2
"Paris : M. Lambert",2
Parie,2
Papiae,2
Pampelona,2
Palmyra,2
"Palmae Balearium",2
Palestrina,2
Palerma,2
Palaeo-St,2
Paderbornae,2
Oxfort,2
"Osnabrück",2
Osford,2
"On s'abonne à Paris",2
Oldenbourg,2
"Offenbach am Mayn",2
Oesterreich,2
Oeniponte,2
Odense,2
Ochsenfurti,2
Nuys,2
"Nulle part",2
Norinbergae,2
Niort,2
Newark,2
Neuwied,2
"Neufchâtel (Genève",2
Neowedae,2
Neocastri,2
Nanci,2
Nagy-Szombatban,2
"Münster in Westphalen",2
Murcia,2
Munchen,2
Moscuae,2
Moropolis,2
Monza,2
Montreal,2
"Montauban ?",2
Montalbani,2
Monaco,2
Miseni,2
Messine,2
Melitae,2
Meldorf,2
"Medioburgi Zelandorum",2
Maynz,2
Mastricht,2
Massa,2
Mannheimii,2
Manchester,2
Mahon,2
"Madrid [i.e. Paris",2
"Luxembourg (sur la copie imprimée à Paris",2
"Luxembourg (Paris",2
"Lugduni Batavorum (Naples",2
Lugani,2
Luca,2
Losanna,2
"Londres [i. e. Paris",2
"Londres [i. e. Genève",2
"Londres [i. e. Amsterdam",2
"Londres [Amsterdam",2
"Londres : chez J. Brotherton : W. Innys and J. Richardson : R. Ware [",2
"London. 2 vol. in-8°",2
Londinii,2
Londin,2
Lond,2
Loeraci,2
"Lodève",2
Lodi,2
Lispiae,2
Lisieux,2
Lipsioe,2
Lips.,2
Lion,2
Linz,2
Lingonis,2
Lindau,2
"León de Francia",2
Lewarde,2
Leucop,2
Lemovicis,2
"Le Puy",2
Laybach,2
Lautern,2
"Lausannae Helv",2
Lausanna,2
Lausane,2
Lauenburg,2
Laubae,2
Langensaltza,2
Lampsaque,2
"Lagduni Batavorum",2
"Köln am Rhein",2
Kleve,2
"Kjöbenhavn",2
"Kiøbenhaven",2
Kiobenhavn,2
"Kiliae Holsatorum",2
"Kensbergâ",2
Kempten,2
Kell,2
Kaupenhafn,2
"Juxta exemplar Amsterodami",2
"Justa exemplar Londinense anni 1665",2
Jesi,2
Jersey,2
Jaurini,2
Istanbul,2
"Iruñeco",2
Irunean,2
Ipres,2
"In's Hage",2
"Imprimée à Capoue",2
"Imprimé à cent lieues de la Bastille",2
"Imprimé à Lyon",2
